customer_id,customer_name,city,region,segment,acquisition_channel,signup_date
CUST00048,Vivaan Patel,Pune,West,Enterprise,Referral,2025-10-26
CUST00049,Rahul Patel,Coimbatore,South,Enterprise,Organic,2024-01-16
CUST00050,Sneha Kumar,Bengaluru,South,Enterprise,Paid Search,2025-04-06
CUST00051,Aishwarya Singh,Bengaluru,South,Enterprise,Email,2023-03-23
CUST00052,Aditya Kapoor,Jaipur,North,Enterprise,Email,2024-10-09
CUST00053,Karthik Das,Delhi,North,Consumer,Social,2025-03-21
CUST00054,Sanjay Pillai,Hyderabad,South,SMB,Organic,2023-01-20
CUST00055,Sneha Bose,Ahmedabad,West,Consumer,Organic,2024-03-12
CUST00056,Naveen Reddy,Coimbatore,South,SMB,Organic,2024-05-15
CUST00057,Sanjay Nair,Pune,West,SMB,Email,2024-09-11
CUST00058,Shreya Sharma,Jaipur,North,Enterprise,Email,2024-09-05
CUST00059,Rohan Gupta,Bengaluru,South,Consumer,Organic,2023-11-15
CUST00060,Sanjay Chopra,Delhi,North,Consumer,Partner,2024-12-03
CUST00061,Naveen Mishra,Mumbai,West,SMB,Social,2023-04-15
CUST00062,Divya Gupta,Bengaluru,South,Consumer,Organic,2024-11-14
CUST00063,Naveen Nair,Hyderabad,South,Enterprise,Referral,2025-05-25
CUST00064,Aarav Iyer,Coimbatore,South,Consumer,Partner,2023-11-02
CUST00065,Vivaan Joshi,Coimbatore,South,Enterprise,Email,2023-10-31
CUST00066,Rohan Patel,Kolkata,East,SMB,Social,2023-03-23
CUST00067,Karthik Singh,Pune,West,Enterprise,Organic,2024-12-25
CUST00068,Divya Chopra,Coimbatore,South,Enterprise,Paid Search,2024-04-29
CUST00069,Rahul Kapoor,Hyderabad,South,Consumer,Paid Search,2024-11-11
CUST00070,Vikram Gupta,Kolkata,East,Consumer,Partner,2023-08-10
CUST00071,Vivaan Naidu,Kolkata,East,Consumer,Paid Search,2025-07-31
CUST00072,Sanjay Singh,Pune,West,Consumer,Organic,2024-01-31
CUST00073,Priya Gupta,Kolkata,East,Consumer,Social,2024-12-20
CUST00074,Kavya Shah,Coimbatore,South,SMB,Organic,2023-08-25
CUST00075,Rahul Bose,Delhi,North,SMB,Organic,2023-08-11
CUST00076,Divya Joshi,Jaipur,North,Enterprise,Social,2025-06-12
CUST00077,Shreya Iyer,Jaipur,North,SMB,Email,2024-01-25
CUST00078,Vivaan Kapoor,Delhi,North,Consumer,Email,2024-02-08
CUST00079,Divya Kumar,Pune,West,Enterprise,Social,2024-10-04
CUST00080,Sanjay Mishra,Bengaluru,South,SMB,Partner,2025-04-16
CUST00081,Kavya Rao,Pune,West,Enterprise,Paid Search,2024-01-28
CUST00082,Kavya Nair,Kolkata,East,Enterprise,Email,2024-09-08
CUST00083,Nisha Sharma,Kolkata,East,SMB,Social,2024-03-06
CUST00084,Aishwarya Chopra,Kolkata,East,Enterprise,Social,2025-08-10
CUST00085,Meera Menon,Ahmedabad,West,Enterprise,Referral,2023-12-14
CUST00086,Sanjay Mishra,Bengaluru,South,Enterprise,Partner,2024-11-17
CUST00087,Vikram Rao,Bengaluru,South,Consumer,Paid Search,2023-10-29
CUST00088,Vivaan Singh,Chennai,South,SMB,Email,2023-05-30
CUST00089,Divya Bose,Ahmedabad,West,Consumer,Partner,2025-02-25
CUST00090,Kavya Singh,Ahmedabad,West,Consumer,Partner,2023-01-12
CUST00091,Divya Singh,Bengaluru,South,Consumer,Partner,2025-08-09
CUST00092,Nisha Singh,Chennai,South,Consumer,Referral,2023-10-01
CUST00093,Shreya Shah,Ahmedabad,West,Enterprise,Social,2025-06-25
CUST00094,Shreya Kapoor,Jaipur,North,Enterprise,Referral,2023-11-22
CUST00095,Meera Gupta,Ahmedabad,West,Consumer,Partner,2024-07-21
CUST00096,Pooja Singh,Coimbatore,South,SMB,Referral,2023-06-08
CUST00097,Vikram Gupta,Delhi,North,SMB,Social,2023-06-15
CUST00098,Rohan Singh,Hyderabad,South,SMB,Partner,2023-11-09
CUST00099,Aditya Kapoor,Mumbai,West,SMB,Social,2025-08-12
CUST00100,Vivaan Menon,Kolkata,East,SMB,Referral,2023-02-10
CUST00101,Kavya Naidu,Jaipur,North,Consumer,Social,2024-09-03
CUST00102,Divya Shah,Kolkata,East,Enterprise,Partner,2024-03-27
CUST00103,Vikram Gupta,Ahmedabad,West,SMB,Referral,2023-03-01
CUST00104,Priya Verma,Kolkata,East,Enterprise,Paid Search,2025-08-15
CUST00105,Sneha Shah,Hyderabad,South,Consumer,Referral,2023-02-25
CUST00106,Divya Reddy,Bengaluru,South,SMB,Paid Search,2023-04-13
CUST00107,Kavya Das,Delhi,North,Consumer,Referral,2024-10-31
CUST00108,Kavya Gupta,Pune,West,SMB,Social,2023-06-17
CUST00109,Aarav Shah,Ahmedabad,West,Consumer,Social,2024-04-04
CUST00110,Vivaan Sharma,Bengaluru,South,Consumer,Paid Search,2023-02-11
CUST00111,Rohan Singh,Jaipur,North,Consumer,Referral,2023-08-23
CUST00112,Karthik Pillai,Jaipur,North,Enterprise,Social,2025-01-25
CUST00113,Sneha Chopra,Hyderabad,South,Enterprise,Partner,2023-08-23
CUST00114,Sanjay Iyer,Hyderabad,South,Enterprise,Organic,2024-09-30
CUST00115,Kavya Verma,Jaipur,North,Enterprise,Paid Search,2023-06-05
CUST00116,Vikram Iyer,Jaipur,North,Enterprise,Social,2023-09-05
CUST00117,Vivaan Joshi,Jaipur,North,Enterprise,Referral,2025-01-28
CUST00118,Shreya Das,Bengaluru,South,Consumer,Referral,2025-09-30
CUST00119,Divya Joshi,Bengaluru,South,Enterprise,Referral,2023-11-10
CUST00120,Rahul Mishra,Kolkata,East,Enterprise,Social,2025-09-17
CUST00121,Divya Bose,Ahmedabad,West,SMB,Social,2024-05-17
CUST00122,Naveen Pillai,Bengaluru,South,Consumer,Referral,2025-02-15
CUST00123,Aarav Naidu,Pune,West,SMB,Paid Search,2025-09-25
CUST00124,Ananya Gupta,Mumbai,West,SMB,Social,2024-07-19
CUST00125,Aarav Mishra,Coimbatore,South,Consumer,Organic,2024-05-09
CUST00126,Pooja Shah,Kolkata,East,Consumer,Partner,2025-09-02
CUST00127,Meera Sharma,Ahmedabad,West,Consumer,Social,2024-03-29
CUST00128,Vikram Rao,Kolkata,East,Enterprise,Email,2025-01-25
CUST00129,Nisha Mishra,Ahmedabad,West,SMB,Referral,2024-11-08
CUST00130,Meera Gupta,Pune,West,SMB,Social,2024-04-17
CUST00131,Karthik Das,Bengaluru,South,Consumer,Partner,2024-01-15
CUST00132,Karthik Naidu,Mumbai,West,SMB,Partner,2024-08-02
CUST00133,Karthik Rao,Bengaluru,South,Consumer,Social,2024-01-03
CUST00134,Aarav Shah,Delhi,North,Consumer,Social,2023-04-04
CUST00135,Nisha Rao,Chennai,South,Enterprise,Paid Search,2025-10-02
CUST00136,Aarav Bose,Bengaluru,South,SMB,Referral,2025-09-07
CUST00137,Priya Nair,Ahmedabad,West,Consumer,Social,2025-09-05
CUST00138,Aditya Verma,Bengaluru,South,SMB,Organic,2023-04-20
CUST00139,Rohan Bose,Hyderabad,South,SMB,Organic,2024-05-23
CUST00140,Nisha Kapoor,Bengaluru,South,Enterprise,Email,2024-04-07
CUST00141,Kavya Pillai,Coimbatore,South,SMB,Social,2025-05-28
CUST00142,Aishwarya Chopra,Delhi,North,Consumer,Email,2023-07-23
CUST00143,Karthik Gupta,Mumbai,West,Enterprise,Organic,2023-11-18
CUST00144,Rahul Shah,Mumbai,West,Consumer,Paid Search,2023-01-06
CUST00145,Meera Chopra,Kolkata,East,SMB,Social,2023-03-08
CUST00146,Sanjay Rao,Mumbai,West,Enterprise,Referral,2023-05-26
CUST00147,Naveen Bose,Mumbai,West,Enterprise,Paid Search,2025-05-20
CUST00148,Nisha Singh,Bengaluru,South,Enterprise,Paid Search,2024-06-28
CUST00149,Aditya Patel,Hyderabad,South,Consumer,Social,2024-08-14
CUST00150,Arjun Pillai,Ahmedabad,West,Enterprise,Social,2025-04-04
CUST00151,Shreya Shah,Delhi,North,SMB,Referral,2023-06-14
CUST00152,Vivaan Kapoor,Jaipur,North,Enterprise,Social,2024-05-27
CUST00153,Aditya Singh,Chennai,South,Enterprise,Email,2023-02-12
CUST00154,Aishwarya Patel,Delhi,North,Consumer,Referral,2025-06-24
CUST00155,Rahul Bose,Delhi,North,SMB,Partner,2025-10-04
CUST00156,Pooja Joshi,Bengaluru,South,SMB,Social,2024-10-19
CUST00157,Rahul Das,Bengaluru,South,SMB,Partner,2025-10-11
CUST00158,Kavya Shah,Delhi,North,Consumer,Referral,2023-06-30
CUST00159,Naveen Das,Pune,West,Consumer,Referral,2023-01-03
CUST00160,Meera Kapoor,Coimbatore,South,Consumer,Paid Search,2025-01-10
CUST00161,Pooja Pillai,Jaipur,North,Consumer,Paid Search,2024-06-30
CUST00162,Rohan Rao,Coimbatore,South,SMB,Partner,2025-09-19
CUST00163,Aarav Chopra,Bengaluru,South,Consumer,Partner,2023-11-21
CUST00164,Nisha Sharma,Delhi,North,Enterprise,Referral,2023-07-10
CUST00165,Arjun Pillai,Mumbai,West,Consumer,Partner,2023-11-12
CUST00166,Sanjay Mishra,Ahmedabad,West,Enterprise,Social,2025-04-30
CUST00167,Pooja Singh,Ahmedabad,West,SMB,Email,2023-10-24
CUST00168,Karthik Chopra,Kolkata,East,Enterprise,Partner,2023-10-07
CUST00169,Naveen Kapoor,Bengaluru,South,SMB,Email,2024-07-01
CUST00170,Sanjay Rao,Chennai,South,Enterprise,Email,2025-09-29
CUST00171,Meera Shah,Hyderabad,South,SMB,Social,2024-11-11
CUST00172,Nisha Verma,Coimbatore,South,SMB,Social,2024-01-22
CUST00173,Aishwarya Verma,Mumbai,West,Consumer,Referral,2023-03-31
CUST00174,Pooja Verma,Pune,West,SMB,Partner,2023-11-08
CUST00175,Vivaan Reddy,Ahmedabad,West,Enterprise,Email,2024-11-10
CUST00176,Meera Iyer,Bengaluru,South,Enterprise,Referral,2023-02-01
CUST00177,Divya Reddy,Hyderabad,South,Consumer,Referral,2024-06-26
CUST00178,Sneha Verma,Pune,West,Enterprise,Organic,2024-11-03
CUST00179,Kavya Das,Coimbatore,South,Enterprise,Partner,2025-09-26
CUST00180,Vivaan Chopra,Coimbatore,South,Consumer,Paid Search,2024-08-11
CUST00181,Aditya Kapoor,Mumbai,West,Consumer,Partner,2023-07-25
CUST00182,Rahul Rao,Ahmedabad,West,Consumer,Organic,2024-10-26
CUST00183,Sanjay Joshi,Chennai,South,SMB,Referral,2023-10-26
CUST00184,Shreya Kapoor,Mumbai,West,Enterprise,Partner,2024-01-04
CUST00185,Rahul Kumar,Hyderabad,South,Enterprise,Referral,2024-05-08
CUST00186,Aishwarya Reddy,Ahmedabad,West,Consumer,Referral,2024-06-04
CUST00187,Naveen Sharma,Ahmedabad,West,SMB,Social,2023-11-20
CUST00188,Meera Joshi,Bengaluru,South,Enterprise,Social,2025-05-18
CUST00189,Meera Rao,Delhi,North,Consumer,Referral,2025-09-16
CUST00190,Vikram Verma,Bengaluru,South,Enterprise,Social,2024-08-28
CUST00191,Aarav Verma,Delhi,North,SMB,Organic,2023-04-11
CUST00192,Pooja Rao,Jaipur,North,Consumer,Email,2024-12-22
CUST00193,Karthik Chopra,Mumbai,West,SMB,Partner,2023-10-08
CUST00194,Vivaan Rao,Bengaluru,South,SMB,Organic,2025-01-17
CUST00195,Aditya Rao,Hyderabad,South,SMB,Partner,2025-04-30
CUST00196,Karthik Reddy,Hyderabad,South,Enterprise,Social,2025-10-24
CUST00197,Rahul Gupta,Delhi,North,SMB,Social,2024-11-24
CUST00198,Meera Kumar,Bengaluru,South,Consumer,Paid Search,2025-03-24
CUST00199,Ananya Kumar,Coimbatore,South,SMB,Organic,2024-06-25
CUST00200,Arjun Pillai,Coimbatore,South,SMB,Partner,2024-06-20
CUST00201,Kavya Joshi,Jaipur,North,Consumer,Partner,2024-04-23
CUST00202,Aarav Chopra,Ahmedabad,West,Enterprise,Social,2024-03-29
CUST00203,Meera Rao,Bengaluru,South,Enterprise,Referral,2023-08-27
CUST00204,Vivaan Patel,Hyderabad,South,SMB,Referral,2023-08-26
CUST00205,Vikram Shah,Bengaluru,South,Consumer,Referral,2025-07-18
CUST00206,Nisha Kapoor,Pune,West,Enterprise,Partner,2023-11-13
CUST00207,Arjun Naidu,Kolkata,East,Enterprise,Referral,2024-07-26
CUST00208,Ananya Menon,Chennai,South,SMB,Referral,2024-04-28
CUST00209,Arjun Joshi,Pune,West,Enterprise,Partner,2025-01-04
CUST00210,Kavya Gupta,Chennai,South,Consumer,Organic,2025-07-20
CUST00211,Karthik Chopra,Bengaluru,South,Consumer,Organic,2024-11-14
CUST00212,Rohan Bose,Mumbai,West,Consumer,Organic,2024-02-29
CUST00213,Karthik Singh,Jaipur,North,SMB,Paid Search,2023-01-06
CUST00214,Rohan Reddy,Delhi,North,Enterprise,Social,2023-12-24
CUST00215,Aarav Reddy,Bengaluru,South,Consumer,Social,2024-05-02
CUST00216,Priya Sharma,Jaipur,North,Consumer,Social,2023-04-18
CUST00217,Divya Mishra,Hyderabad,South,Consumer,Partner,2023-05-11
CUST00218,Meera Joshi,Ahmedabad,West,Enterprise,Email,2023-08-12
CUST00219,Shreya Singh,Ahmedabad,West,Enterprise,Organic,2024-09-09
CUST00220,Aarav Patel,Ahmedabad,West,SMB,Referral,2025-05-23
CUST00221,Pooja Pillai,Bengaluru,South,Consumer,Organic,2024-10-21
CUST00222,Rohan Kumar,Jaipur,North,Consumer,Social,2024-10-27
CUST00223,Sneha Mishra,Kolkata,East,SMB,Referral,2025-11-01
CUST00224,Divya Iyer,Jaipur,North,Enterprise,Organic,2024-03-16
CUST00225,Meera Singh,Kolkata,East,SMB,Social,2025-07-17
CUST00226,Divya Iyer,Kolkata,East,SMB,Referral,2024-10-02
CUST00227,Ananya Reddy,Delhi,North,Enterprise,Referral,2023-05-18
CUST00228,Aditya Kumar,Bengaluru,South,SMB,Organic,2025-02-02
CUST00229,Nisha Patel,Hyderabad,South,Enterprise,Email,2024-11-06
CUST00230,Divya Joshi,Bengaluru,South,Enterprise,Referral,2023-04-16
CUST00231,Sneha Rao,Delhi,North,SMB,Organic,2025-11-05
CUST00232,Rohan Naidu,Mumbai,West,Consumer,Organic,2024-12-18
CUST00233,Ananya Iyer,Coimbatore,South,SMB,Email,2024-04-08
CUST00234,Nisha Chopra,Kolkata,East,Enterprise,Partner,2023-02-23
CUST00235,Naveen Sharma,Jaipur,North,Consumer,Social,2024-09-24
CUST00236,Ananya Sharma,Pune,West,Consumer,Paid Search,2025-03-31
CUST00237,Rohan Sharma,Bengaluru,South,Consumer,Partner,2024-03-16
CUST00238,Divya Pillai,Kolkata,East,SMB,Paid Search,2025-01-27
CUST00239,Priya Bose,Delhi,North,Enterprise,Organic,2023-04-18
CUST00240,Rahul Chopra,Hyderabad,South,Consumer,Partner,2023-06-17
CUST00241,Meera Kapoor,Delhi,North,SMB,Email,2025-06-24
CUST00242,Naveen Menon,Kolkata,East,Enterprise,Organic,2024-12-07
CUST00243,Arjun Rao,Kolkata,East,Enterprise,Partner,2025-09-23
CUST00244,Sanjay Patel,Coimbatore,South,Consumer,Referral,2023-04-23
CUST00245,Karthik Rao,Chennai,South,Consumer,Paid Search,2024-06-07
CUST00246,Priya Iyer,Delhi,North,Consumer,Referral,2025-05-31
CUST00247,Rohan Verma,Hyderabad,South,Enterprise,Partner,2024-04-16
CUST00248,Nisha Joshi,Coimbatore,South,Consumer,Referral,2023-03-28
CUST00249,Aarav Pillai,Kolkata,East,Consumer,Social,2025-05-29
CUST00250,Kavya Kapoor,Jaipur,North,SMB,Organic,2025-04-09
CUST00251,Priya Nair,Chennai,South,Enterprise,Referral,2025-01-11
CUST00252,Divya Iyer,Bengaluru,South,Consumer,Referral,2025-03-31
CUST00253,Aditya Verma,Coimbatore,South,SMB,Partner,2024-11-26
CUST00254,Priya Nair,Mumbai,West,Consumer,Email,2023-08-22
CUST00255,Shreya Menon,Coimbatore,South,SMB,Social,2023-10-30
CUST00256,Arjun Reddy,Mumbai,West,SMB,Paid Search,2023-12-22
CUST00257,Rohan Kumar,Jaipur,North,Consumer,Partner,2025-10-08
CUST00258,Aishwarya Bose,Ahmedabad,West,SMB,Partner,2024-10-23
CUST00259,Rohan Pillai,Pune,West,Consumer,Referral,2025-06-24
CUST00260,Naveen Bose,Delhi,North,Consumer,Social,2025-11-05
CUST00261,Sanjay Pillai,Bengaluru,South,SMB,Organic,2023-04-27
CUST00262,Sanjay Kumar,Pune,West,Enterprise,Organic,2025-11-04
CUST00263,Meera Bose,Kolkata,East,Enterprise,Partner,2023-03-26
CUST00264,Aishwarya Menon,Ahmedabad,West,SMB,Email,2025-09-01
CUST00265,Rohan Patel,Coimbatore,South,SMB,Organic,2024-12-04
CUST00266,Shreya Nair,Bengaluru,South,Consumer,Paid Search,2025-06-15
CUST00267,Shreya Mishra,Ahmedabad,West,Enterprise,Paid Search,2025-01-15
CUST00268,Sanjay Verma,Pune,West,SMB,Social,2023-04-18
CUST00269,Aditya Das,Pune,West,Consumer,Email,2025-03-02
CUST00270,Naveen Chopra,Delhi,North,Consumer,Social,2023-06-16
CUST00271,Rohan Joshi,Jaipur,North,SMB,Partner,2025-03-13
CUST00272,Sneha Kumar,Hyderabad,South,SMB,Email,2025-02-10
CUST00273,Rohan Mishra,Pune,West,Consumer,Partner,2025-05-17
CUST00274,Ananya Sharma,Coimbatore,South,SMB,Social,2024-01-05
CUST00275,Priya Naidu,Mumbai,West,Consumer,Paid Search,2023-10-09
CUST00276,Aditya Rao,Hyderabad,South,Consumer,Email,2023-03-19
CUST00277,Sneha Reddy,Pune,West,Enterprise,Referral,2023-11-12
CUST00278,Rahul Chopra,Hyderabad,South,Consumer,Partner,2025-06-15
CUST00279,Divya Joshi,Chennai,South,Enterprise,Partner,2024-05-01
CUST00280,Sneha Rao,Ahmedabad,West,Enterprise,Referral,2024-04-24
CUST00281,Vikram Rao,Coimbatore,South,SMB,Paid Search,2025-01-23
CUST00282,Meera Pillai,Jaipur,North,SMB,Referral,2025-10-26
CUST00283,Divya Nair,Coimbatore,South,Consumer,Email,2023-10-11
CUST00284,Vivaan Naidu,Delhi,North,SMB,Email,2023-07-30
CUST00285,Arjun Rao,Coimbatore,South,Consumer,Paid Search,2024-07-12
CUST00286,Shreya Reddy,Ahmedabad,West,SMB,Organic,2024-03-30
CUST00287,Ananya Sharma,Ahmedabad,West,SMB,Organic,2025-03-22
CUST00288,Ananya Singh,Coimbatore,South,SMB,Organic,2025-02-06
CUST00289,Aarav Das,Mumbai,West,Consumer,Partner,2024-11-17
CUST00290,Rohan Patel,Hyderabad,South,SMB,Referral,2023-10-12
CUST00291,Meera Chopra,Ahmedabad,West,Consumer,Organic,2023-02-08
CUST00292,Karthik Reddy,Delhi,North,Enterprise,Partner,2025-05-16
CUST00293,Sanjay Singh,Bengaluru,South,SMB,Organic,2023-04-08
CUST00294,Divya Chopra,Mumbai,West,SMB,Organic,2023-08-16
CUST00295,Sneha Shah,Ahmedabad,West,Consumer,Partner,2024-05-10
CUST00296,Sanjay Kapoor,Hyderabad,South,Consumer,Email,2024-12-23
CUST00297,Aishwarya Kapoor,Mumbai,West,Consumer,Partner,2023-06-25
CUST00298,Ananya Kumar,Coimbatore,South,Enterprise,Email,2025-11-05
CUST00299,Nisha Sharma,Coimbatore,South,SMB,Referral,2023-03-31
CUST00300,Ananya Gupta,Kolkata,East,Enterprise,Organic,2025-01-01
CUST00301,Ananya Singh,Bengaluru,South,Enterprise,Partner,2023-08-01
CUST00302,Priya Reddy,Jaipur,North,Consumer,Social,2024-11-24
CUST00303,Meera Naidu,Hyderabad,South,Enterprise,Paid Search,2023-10-04
CUST00304,Meera Patel,Bengaluru,South,SMB,Paid Search,2023-03-31
CUST00305,Vivaan Das,Mumbai,West,SMB,Email,2025-03-26
CUST00306,Pooja Gupta,Coimbatore,South,Consumer,Partner,2024-01-27
CUST00307,Ananya Patel,Delhi,North,Enterprise,Social,2024-07-13
CUST00308,Ananya Kapoor,Bengaluru,South,SMB,Partner,2025-06-19
CUST00309,Priya Nair,Kolkata,East,SMB,Partner,2025-10-15
CUST00310,Shreya Gupta,Pune,West,Consumer,Partner,2025-05-19
CUST00311,Divya Chopra,Bengaluru,South,Consumer,Email,2024-08-24
CUST00312,Arjun Kumar,Pune,West,SMB,Partner,2024-08-28
CUST00313,Meera Chopra,Delhi,North,Enterprise,Referral,2023-12-08
CUST00314,Ananya Pillai,Ahmedabad,West,Consumer,Partner,2024-12-23
CUST00315,Divya Gupta,Jaipur,North,Enterprise,Organic,2023-06-03
CUST00316,Ananya Mishra,Kolkata,East,Enterprise,Partner,2023-11-24
CUST00317,Rohan Chopra,Chennai,South,Enterprise,Referral,2023-03-13
CUST00318,Aditya Singh,Hyderabad,South,Enterprise,Social,2025-01-11
CUST00319,Aishwarya Patel,Kolkata,East,Enterprise,Paid Search,2025-07-10
CUST00320,Ananya Pillai,Pune,West,Consumer,Email,2023-10-09
CUST00321,Ananya Verma,Coimbatore,South,SMB,Partner,2024-07-24
CUST00322,Arjun Sharma,Mumbai,West,Enterprise,Paid Search,2025-10-19
CUST00323,Kavya Shah,Coimbatore,South,Consumer,Social,2024-06-17
CUST00324,Karthik Chopra,Ahmedabad,West,SMB,Partner,2025-10-02
CUST00325,Arjun Reddy,Mumbai,West,Consumer,Referral,2023-12-20
CUST00326,Aditya Das,Ahmedabad,West,Enterprise,Social,2023-05-13
CUST00327,Nisha Rao,Coimbatore,South,SMB,Paid Search,2023-12-23
CUST00328,Shreya Singh,Pune,West,Consumer,Paid Search,2023-10-12
CUST00329,Pooja Sharma,Mumbai,West,SMB,Email,2025-01-25
CUST00330,Nisha Reddy,Ahmedabad,West,Enterprise,Organic,2023-05-15
CUST00331,Kavya Naidu,Delhi,North,Enterprise,Referral,2025-04-18
CUST00332,Aditya Reddy,Jaipur,North,SMB,Partner,2023-06-01
CUST00333,Meera Mishra,Ahmedabad,West,SMB,Paid Search,2024-01-08
CUST00334,Divya Mishra,Hyderabad,South,Consumer,Organic,2023-11-10
CUST00335,Rahul Nair,Delhi,North,SMB,Partner,2024-04-06
CUST00336,Shreya Rao,Pune,West,Consumer,Social,2024-02-07
CUST00337,Naveen Reddy,Coimbatore,South,Enterprise,Social,2023-07-11
CUST00338,Rahul Bose,Coimbatore,South,Enterprise,Paid Search,2023-12-17
CUST00339,Sneha Das,Jaipur,North,Enterprise,Organic,2023-02-28
CUST00340,Vivaan Bose,Bengaluru,South,SMB,Partner,2024-03-07
CUST00341,Divya Chopra,Jaipur,North,Enterprise,Organic,2025-10-16
CUST00342,Sanjay Rao,Coimbatore,South,SMB,Paid Search,2025-04-11
CUST00343,Meera Kumar,Delhi,North,Enterprise,Organic,2023-11-20
CUST00344,Divya Naidu,Ahmedabad,West,SMB,Paid Search,2024-11-27
CUST00345,Rohan Das,Jaipur,North,Enterprise,Social,2024-12-08
CUST00346,Rohan Joshi,Kolkata,East,Enterprise,Email,2023-08-06
CUST00347,Vikram Pillai,Pune,West,Consumer,Social,2025-07-09
CUST00348,Rohan Iyer,Mumbai,West,Consumer,Social,2025-02-25
CUST00349,Divya Singh,Jaipur,North,Consumer,Social,2024-10-02
CUST00350,Rahul Naidu,Mumbai,West,Enterprise,Referral,2025-10-18
CUST00351,Pooja Sharma,Delhi,North,Consumer,Referral,2025-11-01
CUST00352,Vikram Menon,Ahmedabad,West,Enterprise,Social,2023-04-10
CUST00353,Sanjay Naidu,Chennai,South,Enterprise,Partner,2025-08-21
CUST00354,Nisha Sharma,Delhi,North,Consumer,Referral,2023-10-02
CUST00355,Ananya Verma,Delhi,North,SMB,Organic,2025-03-31
CUST00356,Aishwarya Shah,Chennai,South,Consumer,Social,2024-08-14
CUST00357,Kavya Mishra,Bengaluru,South,SMB,Email,2024-07-26
CUST00358,Sneha Iyer,Jaipur,North,Consumer,Organic,2025-03-17
CUST00359,Priya Shah,Pune,West,SMB,Paid Search,2024-02-12
